sentencia,razon
T-1696/00,"llm_no_pertinente: Docente oficial del magisterio bajo Fondo de Prestaciones Sociales del Magisterio, régimen estatutario especial, no CST."
T-792/09,no_pasa_prefiltro_keywords
T-1168/00,"llm_no_pertinente: El caso trata sobre licencia de maternidad y prestaciones económicas derivadas de seguridad social (Seguro Social), no sobre una relación laboral individual regida por el CST."
T-1227/05,llm_no_pertinente: El caso trata sobre derecho a la educación y retención de documentos académicos por conflicto de pagos de matrículas/pensiones; no es sobre relación laboral individual regida por CST.
T-1518/00,no_pasa_prefiltro_keywords
T-358/12,no_pasa_prefiltro_keywords
SU-453/20,no_pasa_prefiltro_keywords
T-089/05,no_pasa_prefiltro_keywords
T-170/02,"llm_no_pertinente: El caso trata sobre derecho a la salud y suministro de medicamentos por EPS, no sobre relación laboral individual regida por el CST. La mención del despido es incidental al análisis de capacidad económica para el medicamento."
T-218/04,"llm_no_pertinente: El caso trata sobre derecho a la salud y negativa de cobertura de exámenes médicos por una EPS, no sobre relación laboral individual regida por el CST."
T-1181/05,"llm_no_pertinente: El caso trata sobre procesos ejecutivos hipotecarios y financiación de vivienda (Ley 546/99), no sobre relaciones laborales individuales regidas por el Código Sustantivo del Trabajo."
T-156/21,no_pasa_prefiltro_keywords
T-555/08,"llm_no_pertinente: El caso trata sobre pérdida de investidura de congresista, que es función pública y derecho administrativo electoral, no relación laboral individual regida por el CST."
T-022/95,no_pasa_prefiltro_keywords
T-372/22,"llm_no_pertinente: El caso trata sobre jurisdicción especial indígena, debido proceso y libertad personal en ese contexto; no es derecho laboral individual regido por CST."
T-523/25,no_pasa_prefiltro_keywords
T-101/23,"llm_no_pertinente: El tema central es derecho a la salud y cobertura de procedimientos médicos por EPS, no relación laboral individual regida por CST."
T-707/12,no_pasa_prefiltro_keywords
T-970/07,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social en salud (EPS), no sobre relación laboral individual regida por el CST."
T-502/99,"llm_no_pertinente: El demandante es conductor de la Alcaldía (empleado público municipal bajo régimen estatutario), no trabajador regido por CST; aunque el tema es pago de salarios, el vínculo es de empleado público administrativo, no laboral individual CST."
T-085/01,no_pasa_prefiltro_keywords
T-805/13,"llm_no_pertinente: El vínculo es de docente oficial bajo régimen estatutario (autoridad nominadora, ius variandi de empleador público), no CST; la sentencia aplica normas de función pública, no derecho laboral individual regido por el Código Sustantivo del Trabajo."
T-320/11,no_pasa_prefiltro_keywords
T-089/18,"llm_no_pertinente: El caso trata sobre derecho fundamental a la salud y seguridad social de menores de edad en relación con EPS; lo laboral es incidental. El tema central es seguridad social (afiliación a EPS) y derechos del menor, no relación laboral individual regida por CST."
T-641/11,"llm_no_pertinente: El caso trata sobre desvinculación de funcionario público en provisionalidad en cargo de carrera administrativa, régimen estatutario no regulado por CST sino por normas de carrera administrativa."
T-108/22,"llm_no_pertinente: El caso trata sobre pensión de sobrevivientes, que es materia de seguridad social, no de derecho laboral individual."
T-602/95,no_pasa_prefiltro_keywords
T-463/09,"llm_no_pertinente: El caso trata sobre derecho a la salud y seguridad social en salud (SOAT, FOSYGA) en contexto de accidente de tránsito, no sobre relación laboral individual regida por el CST."
T-327/10,"llm_no_pertinente: El caso trata sobre libertad de expresión e información en medios de comunicación, no sobre relación laboral individual regida por el CST"
T-748/04,"llm_no_pertinente: El caso trata sobre derecho a la salud y acceso a medicamentos en el sistema de seguridad social (EPS), no sobre relación laboral individual regida por el CST."
T-595/15,"llm_no_pertinente: El caso trata sobre derecho a la educación y mora en pago de pensiones escolares, no sobre relación laboral individual regida por el CST."
T-950A/09,no_pasa_prefiltro_keywords
T-785/98,"llm_no_pertinente: El caso trata sobre derecho de petición frente a la administración municipal y la improcedencia de tutela para acreencias laborales de un ex-funcionario público; es una cuestión de derecho administrativo y procesal constitucional, no de relación laboral individual regida por CST."
T-216/26,sin_texto_o_url_no_resuelve
T-238/96,no_pasa_prefiltro_keywords
T-042/24,no_pasa_prefiltro_keywords
T-098/16,"llm_no_pertinente: El caso trata sobre derecho a la salud y suministro de medicamentos por EPS, no sobre relación laboral individual regida por CST."
T-839/05,"llm_no_pertinente: El caso trata sobre procedimiento judicial (tutela contra providencias, recurso de revisión, anulación de laudo arbitral) y perjuicio patrimonial, sin que el derecho laboral individual sea el objeto central de la decisión."
T-564/14,no_pasa_prefiltro_keywords
T-821/99,no_pasa_prefiltro_keywords
T-242/22,"llm_no_pertinente: El caso trata sobre derechos fundamentales (honra, buen nombre, presunción de inocencia, libertad de expresión) en contexto de publicaciones y ejercicio periodístico, sin relación con una relación laboral individual regida por el CST."
T-357/12,"llm_no_pertinente: El caso trata sobre objeción de conciencia al servicio militar obligatorio, que es una cuestión de función pública y derechos fundamentales, no de derecho laboral individual bajo el CST."
T-075/94,no_pasa_prefiltro_keywords
T-959/00,"llm_no_pertinente: El caso trata sobre solicitud de visa y derecho a la familia, no sobre relación laboral individual regida por el CST."
T-876/12,no_pasa_prefiltro_keywords
T-278/02,no_pasa_prefiltro_keywords
T-219/08,no_pasa_prefiltro_keywords
T-358/22,"llm_no_pertinente: El caso trata sobre derecho fundamental a la salud y acceso a prestaciones de salud (silla de ruedas motorizada), no sobre relación laboral individual regida por CST."
T-931/99,"llm_no_pertinente: El caso incluye pensionados y mesadas pensionales (seguridad social), lo que lo excluye automáticamente del dataset de derecho laboral individual."
T-253/08,"llm_no_pertinente: El caso trata sobre derecho a la salud y acceso a servicios médicos en una EPS, no sobre relación laboral individual regida por CST."
T-943/07,revision_manual: seguridad_social_salud_o_trabajador_independiente
T-281/03,no_pasa_prefiltro_keywords
T-288/20,no_pasa_prefiltro_keywords
T-554/06,no_pasa_prefiltro_keywords
T-208/02,no_pasa_prefiltro_keywords
T-037/12,"llm_no_pertinente: El tema central es el derecho a la educación y el pago de derechos académicos/pensiones escolares, no una relación laboral individual regida por el CST."
T-1420/00,"llm_no_pertinente: El empleador es una entidad estatal (Alcalde Municipal) y el vínculo es de empleado público bajo régimen administrativo, no CST."
T-1317/01,"llm_no_pertinente: El caso trata sobre autonomía universitaria y regulación interna de la institución educativa (interpretación de reglamentos estudiantiles sobre cursos vacacionales), no sobre una relación laboral individual entre empleador y trabajador regida por el CST."
T-450/98,"llm_no_pertinente: El caso trata sobre debido proceso y dilaciones en procedimiento penal, no sobre relación laboral individual regida por CST."
T-059/02,"llm_no_pertinente: Empleados públicos docentes bajo régimen estatutario (Ley 115 de 1994, carrera administrativa municipal), no régimen CST. El vínculo es administrativo, no laboral individual privado."
T-726/12,"llm_no_pertinente: El caso trata sobre empleados públicos nombrados en provisionalidad en cargos de carrera, regidos por régimen estatutario/administrativo, no por CST."
T-683/08,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): cobertura y negación de servicios de salud en accidente de tránsito, no una relación laboral individual regida por el CST."
T-808/11,"llm_no_pertinente: El accionante es policía (Capitán r.) bajo régimen estatutario/administrativo especial; el vínculo no es CST sino de servidor público sujeto a estatutos especiales y proceso disciplinario administrativo, no laboral individual."
T-1074/06,"llm_no_pertinente: El caso trata sobre reliquidación y redenominación de créditos hipotecarios en UVR, materia de derecho financiero y contractual, no sobre relación laboral individual regida por el CST."
T-955/08,no_pasa_prefiltro_keywords
T-008/20,no_pasa_prefiltro_keywords
T-663/08,"llm_no_pertinente: El caso trata sobre negación de cobertura de cirugía bariátrica por una EPS, que es seguridad social en salud, no un litigio laboral individual entre empleador y trabajador."
T-799/01,"llm_no_pertinente: El caso trata sobre responsabilidad civil en proceso penal por accidente de tránsito, sin relación laboral individual. Es derecho procesal penal, no laboral."
T-1272/08,no_pasa_prefiltro_keywords
T-481/11,no_pasa_prefiltro_keywords
T-565/09,"llm_no_pertinente: El caso trata sobre una controversia entre un usuario y una empresa de servicios públicos domiciliarios (energía eléctrica) por cobro de sanciones por anomalías en instalaciones, no sobre una relación laboral individual regida por el CST."
T-012/05,"llm_no_pertinente: El tema central es pensión y seguridad social (indemnización de sobrevivientes bajo Ley 100 de 1993, tramitada ante Instituto del Seguro Social), no relación laboral individual regida por CST."
T-686/04,"llm_no_pertinente: El tema central es pensión y seguridad social (reajuste pensional, mesada pensional, reliquidación pensional), no una relación laboral individual regida por el CST."
T-525/98,no_pasa_prefiltro_keywords
T-766/08,"llm_no_pertinente: El caso trata sobre procedencia de tutela contra providencias judiciales y defectos procesales, no sobre una relación laboral individual regida por el CST."
T-245/13,no_pasa_prefiltro_keywords
T-212/08,no_pasa_prefiltro_keywords
T-808/05,"llm_no_pertinente: El caso trata sobre negación de cobertura de servicios de salud y medicamentos por una EPS (seguridad social en salud), no sobre una relación laboral individual regida por el CST."
T-509/93,no_pasa_prefiltro_keywords
T-181/08,"llm_no_pertinente: El tema central es pensión de vejez y reconocimiento de retroactivo pensional ante el ISS, que constituye seguridad social en pensiones, no relación laboral individual regida por el CST."
T-1233/01,no_pasa_prefiltro_keywords
T-1112/02,no_pasa_prefiltro_keywords
T-124/15,no_pasa_prefiltro_keywords
T-1085/02,llm_no_pertinente: El caso trata sobre un litigio entre una persona y una entidad bancaria respecto a condiciones de crédito hipotecario y derecho de petición; no es una relación laboral individual regida por el CST.
T-914/99,no_pasa_prefiltro_keywords
T-431/92,no_pasa_prefiltro_keywords
T-262/20,"llm_no_pertinente: El caso central es seguridad social en salud (negación de cobertura de cuidador domiciliario por EPS), no relación laboral individual regida por CST."
T-432/05,no_pasa_prefiltro_keywords
T-689/13,"llm_no_pertinente: El caso trata sobre eficacia horizontal de derechos fundamentales y procedencia de tutela contra particulares y autoridades de policía en procesos de desalojo, no sobre relación laboral individual regida por CST."
